vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	substance_name	substance_class	substance_subclass	substance_type	substance_subtype	latitude	longitude	discharge_amnt_total	discharge_situation_type	unit_of_measure
ATLANTIC BREEZE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	"ELIZABETH RIVER, EASTERN BRANCH"	"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		36.83833333	-76.265	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
COMPASS ROSE	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	CRYSTAL RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.87489	-82.59537	30	Point-source one-time discharge	GALLONS (Liquids Only)
ATHENA	Research Vessel	Research Ship	General	General	UNITED STATES	Suspected Pollution Source	Panama City Harbor	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.14966	-85.68668	30	Point-source one-time discharge	GALLONS (Liquids Only)
DOUBLE SKIN 59	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	SCHUYLKILL RIVER	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	39.942295	-75.19702	30	Point-source one-time discharge	GALLONS (Liquids Only)
RUSAK	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	KACHEMAK BAY	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	59.63251	-151.5328	30	Point-source one-time discharge	GALLONS (Liquids Only)
JAMES E. PHILPOTT	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	OLD BRAZOS RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.96133	-95.3707	30	Point-source one-time discharge	GALLONS (Liquids Only)
DB WILLIAM KALLOP	Industrial Vessel	Barge	Industrial Barge	Derrick/Crane Barge	VANUATU	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.16138833	-90.22777667	30	Point-source one-time discharge	GALLONS (Liquids Only)
JEAN' PERRY	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU LAFOURCHE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.11472167	-90.20611	30	Point-source one-time discharge	GALLONS (Liquids Only)
ASPHALT COMMANDER	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	UNITED STATES	Acknowledged Pollution Source	DELAWARE RIVER	"Oil, fuel: No. 6"	OIL	Petroleum	"Oil, fuel"	No. 6	39.85674	-75.23624	30	Point-source one-time discharge	GALLONS (Liquids Only)
CF3487AD	Recreational	Recreational	Motor Propelled Vessels	Low-Profile Vessel	UNITED STATES	Acknowledged Pollution Source	SACRAMENTO RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	38.78392	-121.6192	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
CM-11	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNITED STATES	Acknowledged Pollution Source	GULF DEEP WATER SPUR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.03944444	-89.85972222	30	Point-source one-time discharge	GALLONS (Liquids Only)
ELSBETH III	Towing Vessel	Towing Vessel	Towing Behind (Tug)	General	UNITED STATES	Acknowledged Pollution Source	CHICKASAW CREEK	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.77256333	-88.05560833	30	Point-source one-time discharge	GALLONS (Liquids Only)
LA7516BG	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.98883	-89.13701	30	Point-source one-time discharge	GALLONS (Liquids Only)
COMET	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source		"Oil, waste/lubricants - possible contaminant"	OIL	Petroleum	"Oil, waste/lubricants - possible contaminant"		36.81333333	-76.29166667	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
USS THE SULLIVANS (DDG 68)	"Public Vessel, Unclassified"	Warship	Corvette	General	UNITED STATES	Acknowledged Pollution Source	LAKE ERIE	Oil: Crude	OIL	Petroleum	Oil	Crude	42.8783	-78.89526	30	UNSPECIFIED	GALLONS (Liquids Only)
FIREBOAT 2	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNSPECIFIED	UNITED STATES	Acknowledged Pollution Source	MAIN CHANNEL	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		33.71542	-118.259	30	Point-source one-time discharge	GALLONS (Liquids Only)
HATER	Recreational	Recreational	Small Watercraft	General	UNITED STATES	Acknowledged Pollution Source	MEDWAY RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	31.78693	-81.26944	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
NO HURRY	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.52621	-81.46017	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
LUNDENES	Freight Ship	Bulk Carrier	General	General	PANAMA	Acknowledged Pollution Source	ST. THOMAS HARBOR	Gas oil: Cracked	OIL	Petroleum	Gas oil	Cracked	18.35001	-64.89999	30	Point-source one-time discharge	GALLONS (Liquids Only)
LADY CHUL	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Acknowledged Pollution Source	HONOLULU HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	21.31111	-157.8717	30	Point-source one-time discharge	GALLONS (Liquids Only)
PACIFIC TRADER	Freight Barge	Barge	Deck Barge	Flat Deck Barge	UNITED STATES	Cargo Recipient	COOK INLET	Hydraulic fluid or oil	OIL	Petroleum	Hydraulic fluid or oil		61.23778	-149.895	30	Point-source one-time discharge	GALLONS (Liquids Only)
SAY WHAT AGAIN	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	Big Marco Pass	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.9575	-81.72316667	30	Point-source one-time discharge	GALLONS (Liquids Only)
NEW HORIZONS	Recreational	Recreational	General	General	UNITED STATES	Suspected Pollution Source	OHIO RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	38.91666667	-84.25527667	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
MR KING	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	OHIO RIVER	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	37.05566	-88.51891	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
TAISEI MARU 28	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	JAPAN	Acknowledged Pollution Source	APRA HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	13.43333333	144.6166667	30	Point-source one-time discharge	GALLONS (Liquids Only)
DUPLICATE OF ST. PETER (665389)	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	"Trawler, Side"	UNITED STATES	Acknowledged Pollution Source	Gulf Intracoastal Waterway	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.01197167	-89.90688667	30	Point-source one-time discharge	GALLONS (Liquids Only)
CF5113FB	Recreational	Recreational	Motor Propelled Vessels	General	UNSPECIFIED	Acknowledged Pollution Source	SAN PABLO BAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	38.057025	-122.2612833	30	Point-source one-time discharge	GALLONS (Liquids Only)
MS CORDELIA	Research Vessel	Research Ship	General	General	UNITED STATES	Acknowledged Pollution Source	Brazos River	Oil: Diesel	OIL	Petroleum	Oil	Diesel	28.94633	-95.3804	30	Point-source one-time discharge	GALLONS (Liquids Only)
CBC 135	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	OHIO RIVER	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	39.09403	-84.5045	30	Point-source one-time discharge	GALLONS (Liquids Only)
BUFFALO	Freight Ship	Bulk Carrier	General	Self-Discharging	UNITED STATES	Suspected Pollution Source	Maumee River	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	41.63333333	-83.53333333	30	Point-source one-time discharge	GALLONS (Liquids Only)
MI8507BA	Commercial Fishing Vessel	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	PASCAGOULA RIVER	"Oil, misc: Motor"	OIL	Petroleum	"Oil, misc"	Motor	30.40382	-88.58353	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
AFRICAN GRAVE	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Acknowledged Pollution Source		Oil: Diesel	OIL	Petroleum	Oil	Diesel	48.48347	-122.8457	30	Point-source one-time discharge	GALLONS (Liquids Only)
CONCORDIA	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Suspected Pollution Source	MISSISSIPPI RIVER	"Oil, fuel: No. 4"	OIL	Petroleum	"Oil, fuel"	No. 4	33.84687	-91.05489	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
PRIDE NEVADA	Mobile Offshore Drilling Unit	Offshore	MODU	General	VANUATU	Acknowledged Pollution Source	GULF DEEP WATER ACCESS	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.66833333	-93.35166667	30	Point-source one-time discharge	GALLONS (Liquids Only)
FL7449HW	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	27.1656	-80.17993	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
AK0172N	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Trawler Type"	UNITED STATES	Suspected Pollution Source	KACHEMAK BAY	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	59.63251	-151.5328	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
PRINCESS MARIANA	Unclassified	Miscellaneous Vessel	General	General	CAYMAN ISLANDS	Acknowledged Pollution Source	SAN DIEGO HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.70821	-117.1784	30	Point-source one-time discharge	GALLONS (Liquids Only)
DOROTHY ANN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Suspected Pollution Source	LAKE SUPERIOR	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	46.53431667	-87.38758333	30	Point-source one-time discharge	GALLONS (Liquids Only)
NO NAME	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	DELAWARE RIVER	Gasoline: Automotive (4.23g Pb/gal)	OIL	Petroleum	Gasoline	Automotive (4.23g Pb/gal)	39.96388	-75.12193	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
POLAR LADY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	UNALASKA BAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	53.87777783	-166.5777778	30	Point-source one-time discharge	GALLONS (Liquids Only)
CHISIK ISLAND	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Suspected Pollution Source	KACHEMAK BAY	"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	59.63251	-151.5328	30	Point-source one-time discharge	GALLONS (Liquids Only)
JAKESTER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Pot/Trap	UNITED STATES	Involved in a Marine Casualty	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	24.71666667	-81.09	30	Point-source one-time discharge	GALLONS (Liquids Only)
LUCKY CHARM	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	SANTA BARBARA HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	34.41568	-119.6703	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
GOTHAM	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	Black River	Oil: Diesel	OIL	Petroleum	Oil	Diesel	42.98333333	-82.43666667	30	Point-source one-time discharge	GALLONS (Liquids Only)
B. NO. 75	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Suspected Pollution Source	NEW HAVEN HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.29883	-72.90473	30	Point-source one-time discharge	GALLONS (Liquids Only)
WILLIAM LEE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	NEW JERSEY INTRACOASTAL WATERWAY	"Unknown material, Oil or Oil-like"	OIL	Petroleum	"Unknown material, Oil or Oil-like"		38.95268	-74.90352	30	Point-source one-time discharge	GALLONS (Liquids Only)
JOE ANA	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	Port of Los Angeles Fish Harbor	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.73989167	-118.2806633	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
G.L. 33	Freight Barge	Barge	General	General	UNITED STATES	Suspected Pollution Source	Port Canaveral Harbor	"Oil, misc: Lubricating"	OIL	Petroleum	"Oil, misc"	Lubricating	28.409175	-80.60948167	30	Point-source one-time discharge	GALLONS (Liquids Only)
MY GIRLS	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source		"Other oil, oil with no CHRIS Code"	OIL	Petroleum	"Other oil, oil with no CHRIS Code"		27.98333333	-97.075	30	Point-source one-time discharge	GALLONS (Liquids Only)
IMAGINE	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	ST JOHNS RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.38506	-81.55542	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
ruf n it	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Suspected Pollution Source	LAKE ERIE	Gas oil: Miscellaneous	OIL	Petroleum	Gas oil	Miscellaneous	41.76666	-81.29407	30	Point-source one-time discharge	GALLONS (Liquids Only)
MORGAN POINT	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	THAMES RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.31666667	-72.09445	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
CIN-FUL-LEE	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	GREAT HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	41.51988	-70.67986	30	Point-source one-time discharge	GALLONS (Liquids Only)
MIST COVE	Passenger (Inspected)	Passenger Ship	Ocean Cruise Vessel	"General (More Than 6, Gross Tonnage < 100)"	UNITED STATES	Acknowledged Pollution Source	STEPHENS PASSAGE	Oil: Diesel	OIL	Petroleum	Oil	Diesel	58.18417	-134.2078	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
CASE ACE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	LONG BEACH DOWNTOWN MARINA	Oil: Diesel	OIL	Petroleum	Oil	Diesel	33.75993	-118.1841	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
EVA LEIGH CUTLER	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Acknowledged Pollution Source	HUDSON RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	42.39059	-73.7886	30	Point-source one-time discharge	GALLONS (Liquids Only)
MISS NELLIE	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	ST JOHNS RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.019469	-81.665463	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
SHEILA	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	MONONGAHELA RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	39.809535	-79.91847833	30	Point-source one-time discharge	GALLONS (Liquids Only)
BLUE MOON	Recreational	Recreational	Motor Propelled Vessels	Low-Profile Vessel	UNITED STATES	Suspected Pollution Source	Beaufort River	Gasoline: Aromatic	OIL	Petroleum	Gasoline	Aromatic	32.3905	-80.674	30	Point-source one-time discharge	GALLONS (Liquids Only)
CLEWLESS II	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	NORTHEAST HARBOR	"Oil, fuel: No. 2-D"	OIL	Petroleum	"Oil, fuel"	No. 2-D	44.29295	-68.27461	30	Point-source one-time discharge	GALLONS (Liquids Only)
INT'L STORM	Offshore Supply Vessel	Offshore	Offshore Supply Vessel	General	UNITED STATES	Acknowledged Pollution Source	BAYOU GRANDE CAILLOU	Oil: Diesel	OIL	Petroleum	Oil	Diesel	29.34262	-90.73492	30	Point-source one-time discharge	GALLONS (Liquids Only)
TANGO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Acknowledged Pollution Source	NOYO RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	39.41666667	-123.8	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
NATIVE WARRIOR	Recreational	Recreational	General	General	UNITED STATES	Acknowledged Pollution Source	SAN DIEGO HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	32.70821	-117.1784	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
COIN OPERATED	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Alleged Pollution Source	MASONBORO INLET	Oil: Diesel	OIL	Petroleum	Oil	Diesel	34.21465	-77.8157	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
PLAYING HOOKY	Recreational	Recreational	Motor Propelled Vessels	Sport Fisher	UNITED STATES	Acknowledged Pollution Source	MILL CREEK	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	38.991	-76.44518	30	Point-source one-time discharge	GALLONS (Liquids Only)
PIONEER	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Acknowledged Pollution Source	Intercoastal Waterway-Gulf	Oil: Diesel	OIL	Petroleum	Oil	Diesel	30.03136	-90.03461	30	Point-source one-time discharge	GALLONS (Liquids Only)
PACIFIC RESPONDER	Oil Recovery	Miscellaneous Vessel	Oil Recovery Vessel	General	UNITED STATES	Acknowledged Pollution Source	RICHMOND INNER HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	37.9	-122.3666667	30	Point-source one-time discharge	GALLONS (Liquids Only)
CLEARY 360	Freight Barge	Barge	Deck Barge	Roll-on Roll-off	UNITED STATES	Alleged Pollution Source		"Oil, fuel: No. 2"	OIL	Petroleum	"Oil, fuel"	No. 2	40.959	-73.66966667	30	Point-source one-time discharge	GALLONS (Liquids Only)
GRAYSEA	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Suspected Pollution Source	NANTICOKE RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	38.61666667	-75.61666667	30	Point-source one-time discharge	GALLONS (Liquids Only)
AMANDA RENEE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	DARIEN RIVER	Oil: Diesel	OIL	Petroleum	Oil	Diesel	31.3625	-81.43167	30	Point-source one-time discharge	GALLONS (Liquids Only)
MD 5996 AH	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	SOUTH RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	38.95239	-76.56802	30	Point-source one-time discharge	GALLONS (Liquids Only)
BREAK-A-WEIGH	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	Piscataqua River	Gasoline: Casinghead	OIL	Petroleum	Gasoline	Casinghead	43.07	-70.70833333	30	Point-source one-time discharge	GALLONS (Liquids Only)
OPUS	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Acknowledged Pollution Source	COLUMBIA RIVER	Gasoline: Automotive (Unleaded)	OIL	Petroleum	Gasoline	Automotive (Unleaded)	45.644658	-121.943503	30	Point-source one-time discharge	GALLONS (Liquids Only)
ARISA	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	HONOLULU HARBOR	Oil: Diesel	OIL	Petroleum	Oil	Diesel	21.31111	-157.8717	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
VERY NICE	Recreational	Recreational	Motor Propelled Vessels	General	UNITED STATES	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	25.905655	-80.128567	30	Point-source discharge over a period of time	GALLONS (Liquids Only)
MYSTIQUE	Recreational	Recreational	Motor Propelled Vessels	"Yacht, Luxury"	MARSHALL ISLANDS	Acknowledged Pollution Source	ATLANTIC INTRACOASTAL WATERWAY	Oil: Diesel	OIL	Petroleum	Oil	Diesel	26.26266	-80.08342	30	Point-source one-time discharge	GALLONS (Liquids Only)
